id,commercial,address,building_type,rooms_count,residents_count,cons_jan,cons_feb,cons_may,cons_apr,cons_mar,cons_jun,cons_jul,cons_aug,cons_sep,cons_oct,cons_nov,cons_dec,area
4199,0,"Краснодарский край, г Сочи, с Черешня, тер. СНТ Золотой гребешок-6, д. 0 бригада 6 участок 121",Частный,6,3,2520,2359,1204,1390,900,450,1700,1249,283,878,1370,1283,546.00
4200,0,"Краснодарский край, р-н Центральный, г Сочи, ул Дагомысская, д. 42 1, кв. 0 гараж",Многоквартирный,1,,51,47,41,155,39,1661,751,1085,727,96,102,29,91.21
4201,0,"Краснодарский край, р-н Тбилисский, ст-ца Нововладимировская, ул Молодежная, д. 2 А",Частный,3,2,911,835,1238,1198,4659,568,265,200,417,650,1530,2200,93.60
4202,0,"Краснодарский край, р-н Успенский, с Марьино, ул Садовая, д. 62 ",Частный,2,1,1938,3308,1209,1166,306,333,458,427,387,488,1345,2112,105.00
4203,0,"Краснодарский край, р-н Выселковский, п Заречный, ул Садовая, д. 0 ",Частный,3,,17280,16880,17840,14880,17120,16000,6240,9440,10000,5760,8480,10960,91.63
4204,0,"Краснодарский край, г Сочи, с Медовеевка, ул Медовеевская, д. 0 участок, к н1356",Частный,1,2,755,657,456,709,591,603,720,779,650,680,552,322,400.00
4205,0,"Краснодарский край, р-н Мостовский, пгт Мостовской, ул Зайцева, д. 46 ",Частный,1,1,,,,29,6,12,,10,,,7,,
4206,0,"Краснодарский край, г Сочи, с Верхневеселое, снт Золотой Гребешок-92, д. 77 ",Частный,1,2,7822,5187,9223,3253,2757,1836,1987,1827,1605,1501,3677,4680,395.20
4207,0,"Краснодарский край, р-н Ейский, ст-ца Должанская, ул Пушкина, д. 15 а",Прочий,,,5,5,5,5,5,34,355,2129,1508,5,5,5,
4208,1,"Республика Адыгея, р-н Майкопский, ст-ца Даховская, ул Мира, д. 20 ",Частный,1,1,8114,9825,5147,5611,5890,3246,3247,3297,0,7088,7088,6699,
4209,0,"Республика Адыгея, р-н Тахтамукайский, аул Старобжегокай, ул Ленина, д. 35 2",Прочий,,,,3334,6203,4650,4133,,,,,,,,
4210,1,"Краснодарский край, р-н Тимашевский, ст-ца Днепровская, тер Русь ЗАО САФ, д. 26 ",Прочий,,,9746,7406,5786,4466,11426,5906,3446,7826,6266,6326,15146,14066,
4211,0,"Краснодарский край, р-н Ейский, п Морской, ул Цветущая, д. 22 ",Прочий,,,1128,1006,954,1189,1049,2370,3074,2830,2409,1503,976,863,
4212,1,"Краснодарский край, р-н Тимашевский, х Большевик, пер Дальний, д. 12 а",Прочий,,,1325,1357,1106,1530,1460,2485,2801,2968,2194,1503,1377,1349,
4213,0,"Краснодарский край, г Сочи, р-н Хостинский, тер С/т Сутугинское, д. 0 з у 3",Частный,1,1,1003,201,233,549,592,2406,1337,6781,3189,1394,1013,933,701.00
4214,0,"Краснодарский край, р-н Ейский, п Морской, ул Малая, д. 18 ",Частный,6,3,4549,4655,3459,1975,3653,1503,4214,3434,1749,822,2676,3272,225.30
4215,1,"Краснодарский край, р-н Славянский, х Бараниковский, ул Октябрьская, д. 1 ",Прочий,,,7,7,8,263,263,265,2,7,7,7,7,8,
4216,0,"Краснодарский край, с Раздольное, ул Земляничная, д. 26 24",Частный,10,1,13479,10807,6747,6886,9131,2315,2484,2501,2355,3105,8489,6850,493.40
4217,0,"Краснодарский край, р-н Калининский, х Пригибский, ул Дачная, д. 56 ",Частный,1,,628,507,474,485,538,577,1002,921,645,741,1455,542,
4218,1,"Краснодарский край, р-н Выселковский, п Заречный, ул Широкая, д. 107 ",Прочий,,,4020,4110,2970,8310,4472,14310,16920,13860,6810,,6930,3000,
4219,1,"Краснодарский край, п Пригородный, ул Дома без улиц, д. 0 без номера",Прочий,,,24040,24680,15040,15120,12840,15520,16840,18280,15320,14000,18960,17520,
4220,0,"Краснодарский край, г Сочи, с Нижнее Учдере, снт Бриз, д. 87 участок",Частный,1,1,5658,3717,3364,3441,4033,1706,3160,2968,2825,2826,3756,3093,27.60
4221,0,"Краснодарский край, р-н Тимашевский, х Красный, ул Длинная, д. 56 ",Прочий,,,747,1187,707,467,720,427,587,667,587,667,387,427,
4222,0,"Краснодарский край, р-н Туапсинский, с Шаумян, ул Шаумяна, д. 1 д",Прочий,,,5682,6428,4706,6236,5996,6980,6560,5222,7831,6554,6343,6049,
4223,0,"Краснодарский край, г Сочи, с Монастырь, ул Партизанская, д. 0 ",Частный,1,1,7032,8540,6677,,5611,2176,495,573,1023,495,4283,5262,901.00
4224,0,"Краснодарский край, р-н Брюховецкий, ст-ца Новоджерелиевская, ул Ленина, д. 75 г 1",Частный,1,1,46,,,,9,504,216,385,104,59,27,,36.60
4225,1,"Краснодарский край, р-н Тимашевский, п Советский, тер. Красносельская АФ ЗАО, д. 13 контур87",Прочий,,,1120,2160,1840,2160,4560,10920,,1160,960,960,1360,520,
4226,0,"Краснодарский край, р-н Лабинский, ст-ца Упорная, ул Первомайская, д. 36 ",Частный,1,1,3322,4155,2399,1451,2623,215,127,206,188,215,2167,2251,150.00
4227,0,"Краснодарский край, р-н Кореновский, ст. Платнировская, ул Магистральная, д. 104 ",Частный,3,3,10184,1245,1313,2975,1920,379,237,480,415,345,374,1,
4228,0,"Краснодарский край, с Верхний Юрт, ул Абовяна, д. 62 В. к н 6127",Частный,1,1,94,12,8,9,13,13,170,150,288,349,199,127,12.50
4229,0,"Республика Адыгея, р-н Тахтамукайский, аул Тахтамукай, ул Туапсинская, д. 10 ",Частный,1,1,382,346,297,322,329,385,883,390,276,212,262,257,
4230,1,"Краснодарский край, тер. СНТ Калининец, ул Солнечная, д. 8 ",Частный,1,1,1497,1376,1397,2184,2909,4098,4455,4857,4700,1724,1930,1769,55.80
4231,1,"Краснодарский край, р-н Туапсинский, пгт Джубга, мкр Лесная поляна, д. 21 а",Частный,10,1,36,45,12,69,40,,636,315,328,49,105,40,417.40
4232,0,"Краснодарский край, с Раздольное, ул Прямая, д. 12 А",Частный,1,1,1559,978,1697,1021,1420,2692,3712,3223,2966,2711,2538,1710,462.40
4233,0,"Краснодарский край, снт Энергетик, ул Мичурина, д. 87 1",Частный,3,4,1486,1681,1314,1295,1285,1205,2106,1245,1359,1250,1314,1316,402.00
4234,0,"Краснодарский край, р-н Кавказский, п Озерный, ул Заречная, д. 44 ",Частный,1,1,590,9,9751,,2341,944,,9,101,2100,400,300,
4235,1,"Краснодарский край, р-н Кущевский, ст-ца Кущевская, ул Ленина, д. 64 ",Частный,6,1,1477,1363,673,1997,1337,1514,1460,1236,1427,995,970,1044,48.00
4236,0,"Краснодарский край, р-н Успенский, х Новенький, ул Ленина, д. 28 ",Прочий,,,4573,4609,4914,4342,3806,477,50,,589,598,444,226,
4237,0,"Краснодарский край, ст-ца Новотитаровская, ул Красноармейская, д. 43 ",Частный,5,1,411,976,1152,1176,777,127,390,210,578,287,666,314,456.10
4238,0,"Краснодарский край, р-н Темрюкский, п Светлый Путь им Ленина, ул Азовская, д. 29 ",Частный,1,1,184,122,170,872,546,1081,1385,1476,972,1060,2389,1327,
4239,0,"Краснодарский край, р-н Каневской, ст-ца Каневская, ул Привокзальная площадь, д. 5 А",Частный,3,2,2769,3029,2472,2120,2803,2255,2215,1825,2567,2633,2582,2760,
4240,1,"Краснодарский край, р-н Темрюкский, п Волна, ул Тмутараканская, д. 9 ",Частный,1,1,1361,1612,1043,749,638,244,25,97,110,42,7,1210,
4241,1,"Краснодарский край, р-н Ейский, ст-ца Должанская, ул Азовская, д. 1 2",Прочий,,,30,76,451,209,157,2190,535,617,684,3110,23,1,
4242,1,"Краснодарский край, р-н Туапсинский, с Агой, тер. СТ Черноморье, д. 28 ",Частный,1,,7237,7894,4276,2631,2220,6167,15377,17104,6496,2056,2960,2549,12.00
4243,0,"Краснодарский край, р-н Каневской, ст-ца Каневская, ул Больничная, д. 92 ",Частный,3,5,261,236,22,148,153,369,297,200,277,257,278,63,57.30
4244,0,"Краснодарский край, п Южный, ул Атаманская, д. 82 ",Частный,1,1,8474,7770,7396,9041,7396,3389,1706,7513,5719,5609,8169,6959,
4245,0,"Краснодарский край, г Геленджик, с Криница, ул Мира, д. 2 б",Частный,1,1,7700,7150,7850,6750,7189,6250,12250,12250,9500,5700,3050,5800,217.00
4246,0,"Краснодарский край, р-н Северский, ст-ца Азовская, ул Октябрьская, д. 272 д",Частный,4,5,5263,6301,4310,3911,4042,2051,2137,3003,1981,2425,2347,4036,199.10
4247,0,"Краснодарский край, р-н Каневской, ст-ца Стародеревянковская, ул Криничная, д. 25 , кв. 1 ",Частный,3,1,535,545,410,545,486,375,425,580,520,335,375,460,
4248,0,"Краснодарский край, р-н Кавказский, ст-ца Кавказская, ул Ламанова, д. 25 ",Частный,3,1,9,3471,,3576,3,4,6,10,10,31286,100,120,
4249,0,"Краснодарский край, г Сочи, р-н Хостинский, ул Октября, д. 5 -а",Частный,2,3,493,1845,1808,1169,444,585,1373,1178,1122,,2980,125,37.00
4250,0,"Краснодарский край, р-н Хостинский, г Сочи, ул Верхняя Лысая гора, д. 67 участок с т Лысая Гора",Частный,1,1,12219,8150,4409,5532,6027,3004,2996,3487,3260,6970,1498,2233,467.00
4251,1,"Краснодарский край, р-н Тимашевский, ст-ца Медведовская, ул Ленина, д. 53 ",Частный,3,1,1600,1940,1505,1696,1804,2333,2922,2598,2315,1874,1867,1439,139.30
4252,0,"Краснодарский край, р-н Славянский, снт ст Хуторок, ул. Центральная шестой проезд, д. 123 ",Частный,2,4,4130,4726,4454,2578,3701,1138,1601,1198,927,1284,3398,2140,60.00
4253,0,"Краснодарский край, г Геленджик, х Бетта, ул Школьная, д. 10 в",Частный,1,1,3371,3017,3391,3130,3315,2069,2666,2593,2458,1812,3258,3344,
4254,0,"Краснодарский край, р-н Кавказский, ст-ца Дмитриевская, ул Ленина, д. 197 ",Частный,2,1,4226,3403,4074,5463,7191,17035,92,15334,11641,7438,5091,4106,17.10
4255,1,"Краснодарский край, р-н Тимашевский, х Барыбинский, ул Октябрьская, д. 76 ",Прочий,,,1710,1846,1362,1694,1604,3064,3119,3423,2988,2218,1675,1459,
4256,0,"Краснодарский край, г Сочи, с Нижняя Шиловка, ул Светогорская, д. 0 ",Частный,1,1,2144,2442,2896,2433,2142,1172,1161,2205,1672,991,870,589,168.00
4257,0,"Краснодарский край, г Новороссийск, село Семигорье, ул Спортивная, д. 12 ",Частный,1,,5726,2844,3289,3547,3857,590,767,720,330,2365,4151,2768,
4258,0,"Краснодарский край, р-н Кавказский, ст-ца Кавказская, снт Рассвет, д. 352 ",Частный,1,1,6,4,6,4,2646,1413,2,1033,4,2119,1947,23,
4259,0,"Краснодарский край, р-н Калининский, ст-ца Калининская, ул Выгонная, д. 248 ",Частный,3,4,743,671,743,1186,1035,165,1610,915,45,743,719,743,138.30
4260,0,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Калараша, д. 60 ",Прочий,,,2226,1,2,22,87,2231,4315,3927,3436,110,2270,,
4261,1,"Краснодарский край, р-н Анапский, село Витязево, пр-кт Южный, д. 5 д",Прочий,,,3060,3120,,0,30,9660,27510,56580,7838,8550,30,3060,
4262,0,"Краснодарский край, р-н Усть-Лабинский, х Саратовский, ул Комсомольская, д. 24 Г",Прочий,,,724,619,334,117,410,133,133,134,21114,21114,942,268,
4263,0,"Краснодарский край, р-н Курганинский, х Светлая Заря, ул Центральная, д. 174 , кв. 2 ",Частный,3,3,5,,5,5,3,,2,2,2,9,8,4,37.00
4264,0,"Краснодарский край, р-н Каневской, ст-ца Новодеревянковская, ул Кирова, д. 77 ",Частный,3,1,219,170,165,140,143,150,347,150,190,155,120,122,74.20
4265,1,"Краснодарский край, г Сочи, с Прогресс, ул Юбилейная, д. 0 з у б н 437",Частный,1,,29038,1956,1385,,,1,,,4,111,1076,2807,800.00
4266,1,"Республика Адыгея, р-н Гиагинский, ст-ца Дондуковская, ул Ленина, д. 290 ",Частный,1,1,6020,,9310,4165,3326,4955,7368,5512,,11502,6452,5117,
4267,0,"Краснодарский край, р-н Брюховецкий, ст-ца Батуринская, ул Школьная, д. 1 ",Частный,2,4,815,147,157,168,947,445,460,460,102,578,426,929,37.10
4268,1,"Краснодарский край, р-н Тимашевский, ст-ца Медведовская, ул Ленина, д. 19 ",Частный,3,2,510,510,1177,2769,1591,1591,1604,883,2110,1307,1112,1055,89.80
4269,1,"Краснодарский край, г Сочи, совх.ПРИМОРСКИЙ, ул Звездная, д. 0 з у возле дома 1",Частный,1,1,5974,5012,4170,4250,4410,6415,7698,9502,6495,5693,5172,641,1000.00
4270,0,"Краснодарский край, р-н Выселковский, ст-ца Выселки, ул Краснодарская, д. 14 ",Частный,4,1,7137,3681,458,503,3968,1047,4585,7290,7284,6208,6123,6681,169.50
4271,0,"Краснодарский край, р-н Красноармейский, х Протичка, ул Красная, д. 19 ",Частный,3,3,2575,2900,1950,3900,1100,60,35,1594,565,1454,,5446,103.00
4272,0,"Краснодарский край, р-н Курганинский, ст-ца Петропавловская, ул Пионерская, д. 17 ",Частный,3,3,871,917,958,919,1196,753,1283,787,1,445,,,
4273,0,"Краснодарский край, р-н Выселковский, ст-ца Выселки, тер. ДПК Дорожник, д. 264 ",Частный,1,,1250,1400,1590,1747,1393,450,400,250,255,300,760,800,12.10
4274,0,"Краснодарский край, р-н Приморско-Ахтарский, ст-ца Приазовская, ул Дом ДРСУ, д. 1 , кв. 2 ",Частный,3,2,71,281,301,151,221,201,1,501,236,526,101,251,107.80
4275,0,"Краснодарский край, р-н Курганинский, ст-ца Родниковская, ул Советская, д. 27 ",Частный,3,1,605,839,562,725,646,753,797,614,599,486,460,438,39.00
4276,0,"Краснодарский край, р-н Красноармейский, п Октябрьский, ул Суворова, д. 4 , кв. 5 ",Многоквартирный,1,1,1,2,10,6,4,,23,24,,,,41,36.00
4277,1,"Краснодарский край, ст-ца Старокорсунская, ул Степная, д. 1 1",Прочий,1,,1076,886,886,1516,744,745,2694,2695,1304,1084,768,497,
4278,0,"Краснодарский край, р-н Калининский, х Могукоровка, ул Ленина, д. 129 а",Частный,3,6,688,626,679,512,949,484,449,542,462,282,1014,1051,
4279,1,"Краснодарский край, р-н Красноармейский, х Кулика, ул Зеленая, д. 26 ",Частный,5,,577,495,496,872,1164,379,379,350,986,993,994,745,444.20
4280,0,"Краснодарский край, р-н Красноармейский, п Заря, ул Октябрьская, д. 18 , кв. 2 ",Частный,1,2,,,,36,38,36,,,,,,,28.50
4281,0,"Краснодарский край, г Сочи, с Эстосадок, ул Ачипсинская, д. 4 ",Частный,1,1,4395,5202,3989,48549,1527,2638,3347,3279,1869,2827,2260,2477,
4282,0,"Краснодарский край, р-н Каневской, ст-ца Стародеревянковская, ул Школьная, д. 42 А",Частный,1,,3647,3297,2871,3006,1787,1873,4146,5489,3323,2607,3124,2379,54.00
4283,0,"Краснодарский край, р-н Красноармейский, ст-ца Ивановская, ул Краснолесская, д. 32 ",Частный,2,,5246,5383,5410,5503,5648,4557,9424,5031,4920,6553,5077,2623,53.70
4284,0,"Краснодарский край, р-н Курганинский, ст-ца Темиргоевская, ул Горецкого, д. 37 ",Частный,3,3,,,1354,,314,2000,714,652,2,100,,,
4285,0,"Краснодарский край, р-н Анапский, снт Зеленая Роща, ул Строителей, д. 79 ",Частный,5,8,10439,4769,2969,1979,6313,7169,13319,13109,6209,5069,8999,10859,150.00
4286,1,"Краснодарский край, р-н Калининский, с Долиновское, д. 57 ",Частный,1,1,1852,2008,,,,,29,33,32,33,1852,1852,60.00
4287,1,"Краснодарский край, р-н Темрюкский, ст-ца Голубицкая, ул Зеленая, д. 2 Г",Частный,,1,1400,1400,1200,1300,1100,4200,9800,8800,1700,800,900,900,775.90
4288,0,"Краснодарский край, р-н Красноармейский, ст-ца Полтавская, ул Кубанская, д. 142 ",Частный,1,3,423,324,98,8,18,336,347,347,336,23,413,300,
4289,0,"Краснодарский край, р-н Тимашевский, ст-ца Роговская, тер Роговская ОАО АФ, д. 7 ",Частный,4,2,2614,4907,3408,4025,899,953,1314,1315,1065,1081,2673,5432,150.00
4290,0,"Краснодарский край, р-н Калининский, х Лебеди, ул Буденного, д. 15 ",Частный,2,1,305,269,298,288,298,1238,270,213,758,688,267,194,41.20
4291,0,"Краснодарский край, р-н Темрюкский, п Кучугуры, ул Молодежная, д. 61 ",Частный,,1,1076,592,505,310,507,388,463,465,492,403,400,458,
4292,0,"Краснодарский край, р-н Усть-Лабинский, ст-ца Ладожская, ул Садовая, д. 40 ",Частный,3,2,402,393,409,621,161,541,569,592,335,312,341,284,74.70
4293,0,"Краснодарский край, р-н Выселковский, с Первомайское, ул Набережная, д. 127 А",Прочий,4,1,3845,4343,3613,2692,3866,3756,3946,4381,3691,3774,4303,4087,96.00
4294,0,"Краснодарский край, р-н Красноармейский, п Подлесный, ул Центральная, д. 1 ",Частный,2,1,1952,1875,3162,1952,2017,2028,2763,2671,2239,2191,1094,1952,93.50
4295,1,"Краснодарский край, р-н Темрюкский, ст-ца Голубицкая, пер Приморский, д. 8 Д",Частный,10,1,3170,3127,3300,3000,6269,3000,5640,7439,7221,2900,3295,2769,666.60
4296,0,"Краснодарский край, р-н Темрюкский, ст-ца Тамань, ул Комсомольская, д. 1 ",Частный,3,1,3627,4597,,7539,2211,1988,,1961,2190,1868,3091,,52.20
4297,0,"Краснодарский край, р-н Каневской, ст-ца Новодеревянковская, ул Калинина, д. 15 ",Частный,3,3,3306,3380,3674,2251,447,389,377,717,440,371,2079,2776,
4298,0,"Краснодарский край, р-н Курганинский, ст-ца Родниковская, ул Привокзальная, д. 122 ",Частный,1,1,245,438,270,215,278,1723,326,180,271,239,180,197,
4299,0,"Краснодарский край, р-н Северский, ст-ца Убинская, ул Речная, д. 140 ",Прочий,,,3420,1440,1200,900,1448,660,4200,1982,1918,1982,1200,540,
4300,1,"Краснодарский край, р-н Темрюкский, ст-ца Тамань, ул Октябрьская, д. 76 ",Частный,4,1,351,84,86,172,213,163,146,98,91,80,135,360,128.50
4301,0,"Краснодарский край, р-н Приморско-Ахтарский, п Октябрьский, ул Ленина, д. 8 , кв. 8 ",Частный,2,5,3422,5889,3184,2401,4073,1089,881,903,663,561,3723,3333,50.50
4302,0,"Краснодарский край, р-н Калининский, ст-ца Калининская, ул Фадеева, д. 95 ",Частный,3,3,817,194,297,401,373,324,846,279,470,122,348,1,
4303,0,"Краснодарский край, р-н Северский, ст-ца Северская, ул Энгельса, д. 81 ",Частный,3,1,35760,39960,18120,2040,240,,34320,112920,104400,78000,69840,59400,95.10
4304,0,"Краснодарский край, р-н Усть-Лабинский, ст-ца Восточная, ул Вольная, д. 19 ",Частный,3,1,2560,543,571,1711,1418,752,311,464,201,77,1121,1571,108.80
4305,0,"Краснодарский край, р-н Калининский, ст-ца Старовеличковская, ул Вокзальная, д. 18 ",Частный,2,4,750,463,275,527,300,276,375,261,850,406,250,900,31.30
4306,0,"Краснодарский край, ст-ца Новотитаровская, ул Коммунаров, д. 90 , кв. 1 ",Частный,3,2,5182,5331,5002,6252,5393,5796,4872,5809,3980,3729,4742,2765,95.20
4307,0,"Краснодарский край, р-н Тбилисский, ст-ца Нововладимировская, ул Фестивальная, д. 8 а",Частный,3,3,2752,3325,3114,2488,2651,2144,2360,2460,2076,1578,1371,1320,
4308,0,"Краснодарский край, р-н Усть-Лабинский, п Южный, ул Северная, д. 1 А",Частный,3,3,213,213,213,213,213,213,213,213,213,213,213,213,114.70
4309,1,"Краснодарский край, р-н Красноармейский, ст-ца Полтавская, ул Московская, д. 132 ",Частный,3,3,0,1,1,16,35,65,65,65,66,156,29,31,
4310,0,"Краснодарский край, р-н Темрюкский, п Гаркуша, ул Мицкого, д. 2 , кв. 1 ",Частный,3,2,2188,4286,759,179,194,7983,11204,656,547,438,350,4267,74.70
4311,0,"Краснодарский край, р-н Усть-Лабинский, ст-ца Воронежская, ул Садовая, д. 165 ",Частный,3,1,936,800,668,847,803,1143,1246,1119,975,950,739,738,72.00
4312,0,"Республика Адыгея, р-н Тахтамукайский, Шапсугского водохранилища район, д. 0 ",Частный,,,3794,3427,3794,16979,7010,6444,2275,7590,6,9045,4907,5614,128.10
4313,0,"Краснодарский край, р-н Красноармейский, ст-ца Полтавская, ул Просвещения, д. 39 А",Частный,4,3,607,7947,500,379,474,59,59,59,59,59,59,61,
4314,1,"Краснодарский край, р-н Темрюкский, ст-ца Тамань, ул 8 Гвардейская, д. 70 ",Частный,1,1,,10402,4169,,5823,5453,5828,3607,4813,5900,5740,5990,299.80
4315,0,"Республика Адыгея, р-н Тахтамукайский, пгт Яблоновский, ул Северная дамба, д. 21 1",Частный,5,4,639,627,543,618,599,1210,953,892,731,484,342,492,334.70
4316,0,"Республика Адыгея, р-н Тахтамукайский, аул Козет, ул Комсомольская, д. 30 ",Частный,3,1,1,1,1,1,97,1,2,2,2,2,2,501,
4317,0,"Краснодарский край, р-н Красноармейский, ст-ца Полтавская, ул Выгонная, д. 46 ",Частный,2,1,3817,2602,3187,2658,987,4539,4236,4219,4256,4786,4834,4414,89.30
4318,0,"Краснодарский край, р-н Усть-Лабинский, х Финогеновский, ул Береговая, д. 25 ",Частный,4,1,3787,3097,3577,2077,3143,1747,2077,2540,2707,577,1734,27097,225.40
4319,1,"Краснодарский край, р-н Центральный, г Сочи, ул Крымская, д. 11 ",Частный,3,3,2717,2082,1098,1232,2754,4330,7108,10892,6887,953,339,762,141.60
4320,0,"Краснодарский край, ст-ца Новотитаровская, ул Выгонная, д. 77 2",Прочий,3,,526,533,519,293,446,382,478,462,2015,413,420,431,
4321,0,"Краснодарский край, р-н Славянский, ст-ца Анастасиевская, ул Красная, д. 45 ",Частный,3,4,200,200,250,200,200,150,332,146,258,100,100,300,52.90
4322,0,"Республика Адыгея, р-н Тахтамукайский, аул Козет, ул Кузнечная, д. 6 ",Частный,3,3,4603,3628,3858,4516,4037,4355,1825,7586,2250,4031,5706,3061,
4323,0,"Краснодарский край, р-н Центральный, г Сочи, ул Анапская, д. 19 , кв. 100 ",Многоквартирный,3,3,18559,18875,16214,17647,17650,29172,3878,15558,16647,15803,18555,16477,170.00
4324,1,"Республика Адыгея, р-н Кошехабльский, аул Егерухай, ул Энгельса, д. 1 двлд.",Частный,3,3,1152,1061,992,1697,1168,1763,2053,2011,1754,1305,1027,861,
4325,0,"Краснодарский край, р-н Курганинский, ст-ца Новоалексеевская, ул Степная, д. 107 ",Частный,2,2,900,814,,,14373,,,1,1,,,,43.80
4326,0,"Краснодарский край, р-н Тбилисский, ст-ца Тбилисская, ул Первомайская, д. 60 , кв. 1 ",Частный,2,1,44,25,17,47,35,324,,,,,23,37,41.10
4327,0,"Республика Адыгея, р-н Кошехабльский, п Майский, ул Заводская, д. 21 , кв. 1 ",Многоквартирный,1,3,2717,2844,2568,2403,2633,4380,4875,4154,3241,2520,2597,2720,23.20
4328,0,"Краснодарский край, р-н Усть-Лабинский, ст-ца Новолабинская, ул Школьная, д. 23 ",Частный,3,,363,121,656,455,405,856,863,676,714,626,811,679,
4329,0,"Краснодарский край, р-н Курганинский, х Сухой Кут, ул Красная, д. 83 а",Частный,3,3,,,520,,339,595,1,1,3,,,1132,45.00
4330,0,"Краснодарский край, р-н Усть-Лабинский, ст-ца Воронежская, ул Садовая, д. 208 А",Частный,3,4,145,243,183,213,218,955,938,959,299,134,180,192,
4331,0,"Краснодарский край, р-н Мостовский, х Центральный, ул Лесная, д. 98 ",Частный,3,3,2192,3042,1683,1734,1392,1193,902,834,792,808,2381,2435,77.00
4332,0,"Краснодарский край, р-н Усть-Лабинский, ст-ца Кирпильская, ул Молодежная, д. 28 ",Частный,3,3,457,640,604,682,576,744,1088,933,693,821,427,888,
4333,1,"Краснодарский край, р-н Темрюкский, ст-ца Тамань, ул Таманской Армии, д. 47 А.",Гараж,,1,1000,1000,1000,1000,500,1000,1000,450,450,400,800,800,
4334,0,"Республика Адыгея, р-н Кошехабльский, аул Егерухай, ул Школьная, д. 26 А",Частный,3,3,13991,13434,12272,11526,12058,12220,12562,12221,11040,7574,8191,8285,
4335,0,"Краснодарский край, с Верхний Юрт, ул Абовяна, д. 9 ",Частный,3,1,6283,4947,4480,4653,5142,3721,4200,3679,2978,3527,3056,2789,
4336,0,"Краснодарский край, с Краевско-Армянское, снт Заречное, д. 28 уч.",Частный,3,3,5902,6148,5244,3677,3226,2345,2508,2804,2591,1596,3261,2792,893.02
4337,0,"Краснодарский край, р-н Славянский, х Беликов, ул Светлая, д. 11 ",Частный,2,5,1416,1279,5300,4710,1896,2380,1871,1611,1559,616,1209,1644,34.30
4338,0,"Краснодарский край, р-н Тбилисский, с Ванновское, ул Новая, д. 40 ",Частный,4,5,2638,5312,3549,3383,3384,2974,3034,2970,2593,2312,2578,2564,71.70
4339,0,"Краснодарский край, р-н Мостовский, пгт Мостовской, ул Кооперативная, д. 91 ",Частный,3,3,,,,,306,,,,623,228,1531,,
4340,0,"Краснодарский край, г Сочи, тер. СНТ Монтажник, д. 73 ",Частный,13,1,41349,31202,26633,12712,4148,90941,31454,19614,9265,4984,18184,25370,557.00
4341,0,"Краснодарский край, р-н Славянский, х Бараниковский, ул Набережная, д. 73 ",Прочий,,,1693,835,1203,1165,801,2817,2911,1362,2516,,3000,320,
4342,0,"Республика Адыгея, р-н Кошехабльский, с Натырбово, ул Красная, д. 35 ",Частный,3,2,2764,3335,2625,2039,2722,5344,4262,3555,3807,3073,3488,2672,
4343,1,"Краснодарский край, х Октябрьский, ул Звездная, д. 1 2 Дом",Частный,3,3,32280,30200,29120,33960,30600,31640,32000,33280,36000,32480,34080,22000,122.60
4344,0,"Краснодарский край, р-н Центральный, г Сочи, ул Фадеева, д. 5 ",Частный,3,1,7860,6199,5420,5137,5081,6434,9375,8510,5133,8367,5753,4432,226.00
4345,0,"Краснодарский край, ст-ца Старомышастовская, ул Пролетарская, д. 43 ",Частный,3,3,298,291,259,211,218,213,217,188,122,253,218,209,
4346,0,"Краснодарский край, р-н Тбилисский, ст-ца Тбилисская, ул Совхозная, д. 11 ",Частный,3,4,315,189,212,158,213,206,275,393,321,111,271,162,
4347,1,"Республика Адыгея, р-н Теучежский, аул Понежукай, ул имени Гиссы Ильясовича Хабаху, д. 1 ",Частный,1,1,227,1,1,899,331,30,80,80,2,80,534,304,52.00
4348,0,"Краснодарский край, р-н Центральный, г Сочи, ул Плеханова, д. 29 17",Частный,3,3,676,,,1033,526,,618,686,482,660,723,638,
4349,0,"Краснодарский край, ст-ца Пластуновская, ул Кирова, д. 16 ",Частный,4,2,229,914,1692,533,865,787,451,597,427,292,373,340,100.00
4350,0,"Краснодарский край, р-н Тбилисский, ст-ца Тбилисская, ул Первомайская, д. 73 ",Частный,3,1,,22,7,7,7,,,,,,,,
4351,1,"Краснодарский край, г Сочи, с Верхневеселое, пер Блинова, д. 64 ",Частный,3,4,3480,2545,2720,3323,3842,5234,5713,7423,6617,4998,4156,2588,
4352,1,"Краснодарский край, р-н Центральный, г Сочи, ул Транспортная, д. 80 2",Дача,4,3,21660,18480,15990,15420,15300,3551,17250,20910,15510,12540,13950,9840,350.70
4353,0,"Республика Адыгея, р-н Тахтамукайский, п. Новая Адыгея, ул Братьев Пченушай, д. 31 1",Частный,4,1,4338,4683,3063,3236,794,4869,7806,1285,4454,2654,3495,2652,135.60
4354,0,"Краснодарский край, р-н Тбилисский, х Екатеринославский, ул Кубанская, д. 70 ",Частный,3,4,4670,4874,4325,3466,4154,1592,1854,1949,1557,1646,2746,3033,
4355,0,"Краснодарский край, г Сочи, с Верхневеселое, ул Черновицкая, д. 0 ",Частный,3,3,2525,2169,1888,2185,2074,2926,3523,3514,2836,1951,1810,1403,89.00
